"SKU length should be %1 characters maximum.","SKU length should be %1 characters maximum."
"SKU: ascending","SKU: ascending"
"SKU: descending","SKU: descending"
"SOAP Settings","SOAP Settings"
"SOAP extension is not loaded.","SOAP extension is not loaded."
"Saas Service Communication","Saas Service Communication"
"Salable Quantity","Salable Quantity"
"Sale","Sale"
"Sales","Sales"
"Sales Channels","Sales Channels"
"Sales Discount","Sales Discount"
"Sales Emails","Sales Emails"
"Sales Emails Section","Sales Emails Section"
"Sales Items","Sales Items"
"Sales Order Feed","Sales Order Feed"
"Sales Order Statuses Feed","Sales Order Statuses Feed"
"Sales Report","Sales Report"
"Sales Representative","Sales Representative"
"Sales Representative Contact Email","Sales Representative Contact Email"
"Sales Representative Contact Name","Sales Representative Contact Name"
"Sales Section","Sales Section"
"Sales Shipping","Sales Shipping"
"Sales Statistics","Sales Statistics"
"Sales Stock","Sales Stock"
"Sales Subtotal","Sales Subtotal"
"Sales Tax","Sales Tax"
"Sales Total","Sales Total"
"Same As Billing Address","Same As Billing Address"
"Sample","Sample"
"Sample URL must have valid format.","Sample URL must have valid format."
"Sample URL's domain is not in list of downloadable_domains in env.php.","Sample URL's domain is not in list of downloadable_domains in env.php."
"Sample file not provided","Sample file not provided"
"Sample title cannot be empty.","Sample title cannot be empty."
"Samples","Samples"
"Sandbox","Sandbox"
"Sandbox Mode","Sandbox Mode"
"Save","Save"
"Save & Activate","Save & Activate"
"Save & Close","Save & Close"
"Save & Duplicate","Save & Duplicate"
"Save & Edit","Save & Edit"
"Save & Generate","Save & Generate"
"Save & New","Save & New"
"Save Account","Save Account"
"Save Address","Save Address"
"Save As","Save As"
"Save Attribute","Save Attribute"
"Save Block","Save Block"
"Save Cache Settings","Save Cache Settings"
"Save Condition","Save Condition"
"Save Config","Save Config"
"Save Configuration","Save Configuration"
"Save Content as Template","Save Content as Template"
"Save Currency Rates","Save Currency Rates"
"Save Currency Symbols","Save Currency Symbols"
"Save Customer","Save Customer"
"Save Customer Group","Save Customer Group"
"Save Gift Message","Save Gift Message"
"Save Newsletter","Save Newsletter"
"Save Option","Save Option"
"Save Order Address","Save Order Address"
"Save Page","Save Page"
"Save Rate","Save Rate"
"Save Rating","Save Rating"
"Save Review","Save Review"
"Save Role","Save Role"
"Save Rule","Save Rule"
"Save Search","Save Search"
"Save Status","Save Status"
"Save Status Assignment","Save Status Assignment"
"Save Store","Save Store"
"Save Store View","Save Store View"
"Save Synonym Group","Save Synonym Group"
"Save Template","Save Template"
"Save User","Save User"
"Save Web Site","Save Web Site"
"Save and Apply","Save and Apply"
"Save and Continue","Save and Continue"
"Save and Continue Edit","Save and Continue Edit"
"Save and Next","Save and Next"
"Save and Previous","Save and Previous"
"Save and Resume","Save and Resume"
"Save credit card information for future use.","Save credit card information for future use."
"Save for later use.","Save for later use."
"Save in New Attribute Set","Save in New Attribute Set"
"Save in address book","Save in address book"
"Schedule","Schedule"
"Schedule Ahead for","Schedule Ahead for"
"Schedule Design Update","Schedule Design Update"
"Schedule Update From","Schedule Update From"
"Scheduled Backup Settings","Scheduled Backup Settings"
"Scheduled Fetching","Scheduled Fetching"
"Scheduled Import Settings","Scheduled Import Settings"
"Scope","Scope"
"Scope:","Scope:"
"Scripts and Style Sheets","Scripts and Style Sheets"
"Scroll","Scroll"
"Search","Search"
"Search Engine","Search Engine"
"Search Engine Optimization","Search Engine Optimization"
"Search Engine Submission Settings","Search Engine Submission Settings"
"Search Index","Search Index"
"Search Information","Search Information"
"Search Query","Search Query"
"Search Recommendations Count","Search Recommendations Count"
"Search Settings","Search Settings"
"Search String","Search String"
"Search Suggestions Count","Search Suggestions Count"
"Search Synonyms","Search Synonyms"
"Search Term","Search Term"
"Search Terms","Search Terms"
"Search Terms Report","Search Terms Report"
"Search Weight","Search Weight"
"Search by keyword","Search by keyword"
"Search entire store here...","Search entire store here..."
"Search results for: '%1'","Search results for: '%1'"
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used."
"Search:","Search:"
"Searchable","Searchable"
"Secondary","Secondary"
"Secure Base Link URL","Secure Base Link URL"
"Secure Base URL","Secure Base URL"
"Secure Base URL for Static View Files","Secure Base URL for Static View Files"
"Secure Base URL for User Media Files","Secure Base URL for User Media Files"
"Secure and up-to-date extension with SaaS","Secure and up-to-date extension with SaaS"
"Secure transaction","Secure transaction"
"Securely store your credit card information for future use.","Securely store your credit card information for future use."
"Security","Security"
"Security validation of XML document has been failed.","Security validation of XML document has been failed."
"Security.txt","Security.txt"
"Securitytxt","Securitytxt"
"See All (","See All ("
"See Details","See Details"
"See order and shipping status","See order and shipping status"
"See our Shipping Policy","See our Shipping Policy"
"See price before order confirmation.","See price before order confirmation."
"See terms","See terms"
"Select","Select"
"Select ""Yes"" to add this attribute to the list of column options in the product grid.","Select ""Yes"" to add this attribute to the list of column options in the product grid."
"Select ""Yes"" to add this attribute to the list of filter options in the product grid.","Select ""Yes"" to add this attribute to the list of filter options in the product grid."
"Select Address","Select Address"
"Select Addresses","Select Addresses"
"Select All","Select All"
"Select All on This Page","Select All on This Page"
"Select Associated Product","Select Associated Product"
"Select Attribute","Select Attribute"
"Select Attributes","Select Attributes"
"Select Block...","Select Block..."
"Select CSS File to Upload","Select CSS File to Upload"
"Select Card","Select Card"
"Select Category","Select Category"
"Select Category...","Select Category..."
"Select Date","Select Date"
"Select File to Import","Select File to Import"
"Select JS Files to Upload","Select JS Files to Upload"
"Select Media Database","Select Media Database"
"Select Page...","Select Page..."
"Select Product","Select Product"
"Select Product...","Select Product..."
"Select Range:","Select Range:"
"Select Shipping Method","Select Shipping Method"
"Select Store","Select Store"
"Select Visible","Select Visible"
"Select Yes to get latest updates from Mageplaza.","Select Yes to get latest updates from Mageplaza."
"Select a Source to Ship from","Select a Source to Ship from"
"Select a new payment method","Select a new payment method"
"Select a value between 2 and","Select a value between 2 and"
"Select all","Select all"
"Select attribute","Select attribute"
"Select categories that you want to receive notifications","Select categories that you want to receive notifications"
"Select day of the month.","Select day of the month."
"Select from Gallery","Select from Gallery"
"Select from existing customer addresses:","Select from existing customer addresses:"
"Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU.","Select from the following attribute values for this product. Each unique combination of values creates a unique product SKU."
"Select one or more sources","Select one or more sources"
"Select options for all attributes or remove unused attributes.","Select options for all attributes or remove unused attributes."
"Select the origin and destination sources to transfer product inventory quantities and additional settings. This transfers all existing quantities, setting a 0 quantity on the origin source. You have an option to unassign the origin source from the products you selected.","Select the origin and destination sources to transfer product inventory quantities and additional settings. This transfers all existing quantities, setting a 0 quantity on the origin source. You have an option to unassign the origin source from the products you selected."
"Select type of option.","Select type of option."
"Select type options required values rows.","Select type options required values rows."
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU."
"Select...","Select..."
"Selected","Selected"
"Selected Attributes:","Selected Attributes:"
"Selected Attributes\:","Selected Attributes\:"
"Selected allowed currency ""%1"" is not available in installed currencies.","Selected allowed currency ""%1"" is not available in installed currencies."
"Selected layout update is not available","Selected layout update is not available"
"Selected option(s) or their combination is not currently available.","Selected option(s) or their combination is not currently available."
"Selected products are not assigned to any source.","Selected products are not assigned to any source."
"Selected shipping method is not available. Please select another shipping method for this order.","Selected shipping method is not available. Please select another shipping method for this order."
"Send Check to","Send Check to"
"Send Check to:","Send Check to:"
"Send Count","Send Count"
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Comments Email Copy Method","Send Credit Memo Comments Email Copy Method"
"Send Credit Memo Email Copy Method","Send Credit Memo Email Copy Method"
"Send Credit Memo Email Copy To","Send Credit Memo Email Copy To"
"Send Email","Send Email"
"Send Email Confirmation","Send Email Confirmation"
"Send Emails To","Send Emails To"
"Send Invoice Comment Email Copy To","Send Invoice Comment Email Copy To"
"Send Invoice Comments Email Copy Method","Send Invoice Comments Email Copy Method"
"Send Invoice Email Copy Method","Send Invoice Email Copy Method"
"Send Invoice Email Copy To","Send Invoice Email Copy To"
"Send Order Comment Email Copy To","Send Order Comment Email Copy To"
"Send Order Comments Email Copy Method","Send Order Comments Email Copy Method"
"Send Order Email","Send Order Email"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","Send Order Email Copy To"
"Send Payment Failed Email Copy Method","Send Payment Failed Email Copy Method"
"Send Payment Failed Email Copy To","Send Payment Failed Email Copy To"
"Send Sales Emails","Send Sales Emails"
"Send Shipment Comment Email Copy To","Send Shipment Comment Email Copy To"
"Send Shipment Comments Email Copy Method","Send Shipment Comments Email Copy Method"
"Send Shipment Email Copy Method","Send Shipment Email Copy Method"
"Send Shipment Email Copy To","Send Shipment Email Copy To"
"Send To","Send To"
"Send Tracking Information","Send Tracking Information"
"Send Welcome Email From","Send Welcome Email From"
"Send confirmation link","Send confirmation link"
"Sender","Sender"
"Sender Email","Sender Email"
"Sender Name","Sender Name"
"Sending","Sending"
"Sent","Sent"
"Separate Email","Separate Email"
"Separate by "","".","Separate by "",""."
"Separately","Separately"
"Server side less compilation","Server side less compilation"
"Service","Service"
"Service unavailable: %1","Service unavailable: %1"
"Services","Services"
"Session Validation Settings","Session Validation Settings"
"Set","Set"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
"Set Items' Status to be In Stock When Order is Cancelled","Set Items' Status to be In Stock When Order is Cancelled"
"Set Product as New From","Set Product as New From"
"Set Return-Path","Set Return-Path"
"Set a New Password","Set a New Password"
"Set as Default","Set as Default"
"Set order for existing transactions not allowed","Set order for existing transactions not allowed"
"Settings","Settings"
"Settlement Consolidation","Settlement Consolidation"
"Settlement Report Settings","Settlement Report Settings"
"Settlement of a chargeback.","Settlement of a chargeback."
"Severity","Severity"
"Shape","Shape"
"Share Customer Accounts","Share Customer Accounts"
"Share Options","Share Options"
"Share Wish List","Share Wish List"
"Shareable","Shareable"
"Sharing Information","Sharing Information"
"Ship","Ship"
"Ship Bundle Items","Ship Bundle Items"
"Ship Date","Ship Date"
"Ship Here","Ship Here"
"Ship To","Ship To"
"Ship To:","Ship To:"
"Ship to Applicable Countries","Ship to Applicable Countries"
"Ship to Multiple Addresses","Ship to Multiple Addresses"
"Ship to Specific Countries","Ship to Specific Countries"
"Ship to:","Ship to:"
"Ship-to Name","Ship-to Name"
"Shipment","Shipment"
"Shipment #","Shipment #"
"Shipment # %1","Shipment # %1"
"Shipment #%1","Shipment #%1"
"Shipment #%1 comment added","Shipment #%1 comment added"
"Shipment #%1 created","Shipment #%1 created"
"Shipment #%1 | %3 (%2)","Shipment #%1 | %3 (%2)"
"Shipment Comment Email Sender","Shipment Comment Email Sender"
"Shipment Comment Email Template","Shipment Comment Email Template"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Shipment Comments"
"Shipment Date","Shipment Date"
"Shipment Email Sender","Shipment Email Sender"
"Shipment Email Template","Shipment Email Template"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment History","Shipment History"
"Shipment Information","Shipment Information"
"Shipment Options","Shipment Options"
"Shipment Total","Shipment Total"
"Shipments","Shipments"
"Shipped","Shipped"
"Shipped By","Shipped By"
"Shipping","Shipping"
"Shipping & Handling","Shipping & Handling"
"Shipping & Handling (%1)","Shipping & Handling (%1)"
"Shipping & Handling (Excl.Tax)","Shipping & Handling (Excl.Tax)"
"Shipping & Handling (Incl.Tax)","Shipping & Handling (Incl.Tax)"
"Shipping &amp; Handling","Shipping &amp; Handling"
"Shipping &amp; Handling Information","Shipping &amp; Handling Information"
"Shipping (Excl. Tax)","Shipping (Excl. Tax)"
"Shipping (Incl. Tax)","Shipping (Incl. Tax)"
"Shipping Address","Shipping Address"
"Shipping Address:","Shipping Address:"
"Shipping Address: ","Shipping Address: "
"Shipping Amount","Shipping Amount"
"Shipping Country","Shipping Country"
"Shipping Excl. Tax (%1)","Shipping Excl. Tax (%1)"
"Shipping Incl. Tax (%1)","Shipping Incl. Tax (%1)"
"Shipping Info","Shipping Info"
"Shipping Information","Shipping Information"
"Shipping Method","Shipping Method"
"Shipping Method:","Shipping Method:"
"Shipping Methods","Shipping Methods"
"Shipping Origin","Shipping Origin"
"Shipping Policy","Shipping Policy"
"Shipping Policy Parameters","Shipping Policy Parameters"
"Shipping Policy Parameters Section","Shipping Policy Parameters Section"
"Shipping Postcode","Shipping Postcode"
"Shipping Price","Shipping Price"
"Shipping Prices","Shipping Prices"
"Shipping Refund","Shipping Refund"
"Shipping Region","Shipping Region"
"Shipping Report","Shipping Report"
"Shipping Settings","Shipping Settings"
"Shipping Settings Section","Shipping Settings Section"
"Shipping State/Province","Shipping State/Province"
"Shipping To","Shipping To"
"Shipping address is not set","Shipping address is not set"
"Shipping address not set.","Shipping address not set."
"Shipping and Handling","Shipping and Handling"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shipping is not applicable.","Shipping is not applicable."
"Shipping labels is not available.","Shipping labels is not available."
"Shipping method is not applicable for empty cart","Shipping method is not applicable for empty cart"
"Shop By","Shop By"
"Shop now using (150 X 40)","Shop now using (150 X 40)"
"Shop now using (150 X 60)","Shop now using (150 X 60)"
"Shopping Cart","Shopping Cart"
"Shopping Cart Display Settings","Shopping Cart Display Settings"
"Shopping Cart Items","Shopping Cart Items"
"Shopping Cart from %1","Shopping Cart from %1"
"Shopping Options","Shopping Options"
"Shortcut","Shortcut"
"Shortcut Buttons Flavor","Shortcut Buttons Flavor"
"Show","Show"
"Show Actual Values","Show Actual Values"
"Show Apple Pay in mini cart preview","Show Apple Pay in mini cart preview"
"Show Apple Pay on cart page","Show Apple Pay on cart page"
"Show Apple Pay on checkout page","Show Apple Pay on checkout page"
"Show Apple Pay on product detail page","Show Apple Pay on product detail page"
"Show Arrows","Show Arrows"
"Show Breadcrumbs for CMS Pages","Show Breadcrumbs for CMS Pages"
"Show Button","Show Button"
"Show By","Show By"
"Show Company","Show Company"
"Show Content as","Show Content as"
"Show Controls","Show Controls"
"Show Cross-sell Items in the Shopping Cart","Show Cross-sell Items in the Shopping Cart"
"Show Date of Birth","Show Date of Birth"
"Show Dots","Show Dots"
"Show Fax","Show Fax"
"Show Gender","Show Gender"
"Show List","Show List"
"Show Method if Not Applicable","Show Method if Not Applicable"
"Show Middle Name (initial)","Show Middle Name (initial)"
"Show Notice if JavaScript is Disabled","Show Notice if JavaScript is Disabled"
"Show Notice if Local Storage is Disabled","Show Notice if Local Storage is Disabled"
"Show Overlay","Show Overlay"
"Show Packages","Show Packages"
"Show PayPal Credit on cart page","Show PayPal Credit on cart page"
"Show PayPal Credit on checkout page","Show PayPal Credit on checkout page"
"Show PayPal Credit on minicart page","Show PayPal Credit on minicart page"
"Show PayPal Credit on product detail page","Show PayPal Credit on product detail page"
"Show Prefix","Show Prefix"
"Show Report","Show Report"
"Show Report For:","Show Report For:"
"Show Results Count for Each Recommendation","Show Results Count for Each Recommendation"
"Show Results Count for Each Suggestion","Show Results Count for Each Suggestion"
"Show Reviews","Show Reviews"
"Show Suffix","Show Suffix"
"Show Swatches in Product List","Show Swatches in Product List"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Show Telephone","Show Telephone"
"Show Toolbar","Show Toolbar"
"Show VAT Number on Storefront","Show VAT Number on Storefront"
"Show Venmo on cart page","Show Venmo on cart page"
"Show Venmo on checkout page","Show Venmo on checkout page"
"Show Venmo on minicart page","Show Venmo on minicart page"
"Show Venmo on product detail page","Show Venmo on product detail page"
"Show buttons in mini cart preview","Show buttons in mini cart preview"
"Show buttons on cart page","Show buttons on cart page"
"Show buttons on checkout page","Show buttons on checkout page"
"Show buttons on product detail page","Show buttons on product detail page"
"Show for Current","Show for Current"
"Show in Sidebar","Show in Sidebar"
"Show more","Show more"
"Show more...","Show more..."
"Show on checkout page","Show on checkout page"
"Show related video","Show related video"
"Sidebar","Sidebar"
"Sidebar (right)","Sidebar (right)"
"Sign In","Sign In"
"Sign Out","Sign Out"
"Sign Static Files","Sign Static Files"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Sign Up for Our Newsletter:","Sign Up for Our Newsletter:"
"Sign a billing agreement to streamline further purchases  with PayPal.","Sign a billing agreement to streamline further purchases  with PayPal."
"Sign a billing agreement to streamline further purchases with PayPal.","Sign a billing agreement to streamline further purchases with PayPal."
"Sign in","Sign in"
"Sign-in Information","Sign-in Information"
"Signature","Signature"
"Signature Confirmation","Signature Confirmation"
"Signed-up Point","Signed-up Point"
"Silver","Silver"
"Single-Store Mode","Single-Store Mode"
"Site Map","Site Map"
"Sitemap","Sitemap"
"Sitemap File Limits","Sitemap File Limits"
"Sitemap Generation Warnings","Sitemap Generation Warnings"
"Sitemap Information","Sitemap Information"
"Sitemap generate Warnings","Sitemap generate Warnings"
"Size","Size"
"Size for %1","Size for %1"
"Size(bytes)","Size(bytes)"
"Skip Category Selection","Skip Category Selection"
"Skip Order Review Step","Skip Order Review Step"
"Skip error entries","Skip error entries"
"Skip image uploading at this time","Skip image uploading at this time"
"Skip price at this time","Skip price at this time"
"Skip quantity at this time","Skip quantity at this time"
"Skip to Content","Skip to Content"
"Skip to the beginning of the images gallery","Skip to the beginning of the images gallery"
"Skip to the end of the images gallery","Skip to the end of the images gallery"
"Slide","Slide"
"Slide ","Slide "
"Slide Name","Slide Name"
"Slider","Slider"
"Small","Small"
"Soap fault reason.","Soap fault reason."
"Soft Descriptor","Soft Descriptor"
"Sold to:","Sold to:"
"Solid","Solid"
"Some Dynamic Actions","Some Dynamic Actions"
"Some Exception Message","Some Exception Message"
"Some Label","Some Label"
"Some Message","Some Message"
"Some addresses cannot be used due to country-specific configurations.","Some addresses cannot be used due to country-specific configurations."
"Some coupons are invalid.","Some coupons are invalid."
"Some error","Some error"
"Some internal exception message.","Some internal exception message."
"Some item options or their combination are not currently available.","Some item options or their combination are not currently available."
"Some message","Some message"
"Some of the products are out of stock.","Some of the products are out of stock."
"Some of the products below do not have all the required options.","Some of the products below do not have all the required options."
"Some of the selected item options are not currently available.","Some of the selected item options are not currently available."
"Some of the selected options are not currently available.","Some of the selected options are not currently available."
"Some product variations fields are not valid.","Some product variations fields are not valid."
"Someone logged into this account from another device or browser. Your current session is terminated.","Someone logged into this account from another device or browser. Your current session is terminated."
"Something is wrong with the file upload settings.","Something is wrong with the file upload settings."
"Something went wrong","Something went wrong"
"Something went wrong  clearing the comparison list.","Something went wrong  clearing the comparison list."
"Something went wrong  deleting this review.","Something went wrong  deleting this review."
"Something went wrong  while deleting this condition.","Something went wrong  while deleting this condition."
"Something went wrong deleting this rate.","Something went wrong deleting this rate."
"Something went wrong deleting this tax rule.","Something went wrong deleting this tax rule."
"Something went wrong during the item options declaration.","Something went wrong during the item options declaration."
"Something went wrong during the operation.","Something went wrong during the operation."
"Something went wrong while adding products to websites.","Something went wrong while adding products to websites."
"Something went wrong while assigning the order status.","Something went wrong while assigning the order status."
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log."
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Something went wrong while deleting roles and permissions. You can find out more in the exceptions log."
"Something went wrong while deleting these records.","Something went wrong while deleting these records."
"Something went wrong while editing the customer.","Something went wrong while editing the customer."
"Something went wrong while generating coupons. Please review the log and try again.","Something went wrong while generating coupons. Please review the log and try again."
"Something went wrong while getting the image url.","Something went wrong while getting the image url."
"Something went wrong while getting the requested content.","Something went wrong while getting the requested content."
"Something went wrong while importing table rates.","Something went wrong while importing table rates."
"Something went wrong while processing the request.","Something went wrong while processing the request."
"Something went wrong while processing your order.","Something went wrong while processing your order."
"Something went wrong while processing your order. Please try again later.","Something went wrong while processing your order. Please try again later."
"Something went wrong while putting your store into maintenance mode.","Something went wrong while putting your store into maintenance mode."
"Something went wrong while removing products from the websites.","Something went wrong while removing products from the websites."
"Something went wrong while resetting customer password.","Something went wrong while resetting customer password."
"Something went wrong while saving URL Rewrite.","Something went wrong while saving URL Rewrite."
"Something went wrong while saving file.","Something went wrong while saving file."
"Something went wrong while saving option.","Something went wrong while saving option."
"Something went wrong while saving the attribute set.","Something went wrong while saving the attribute set."
"Something went wrong while saving the attribute.","Something went wrong while saving the attribute."
"Something went wrong while saving the block.","Something went wrong while saving the block."
"Something went wrong while saving the category.","Something went wrong while saving the category."
"Something went wrong while saving the customer.","Something went wrong while saving the customer."
"Something went wrong while saving the file(s).","Something went wrong while saving the file(s)."
"Something went wrong while saving the file.","Something went wrong while saving the file."
"Something went wrong while saving the gift message.","Something went wrong while saving the gift message."
"Something went wrong while saving the new password.","Something went wrong while saving the new password."
"Something went wrong while saving the page.","Something went wrong while saving the page."
"Something went wrong while saving the page. Please refresh the page and try again.","Something went wrong while saving the page. Please refresh the page and try again."
"Something went wrong while saving the rule data. Please review the error log.","Something went wrong while saving the rule data. Please review the error log."
"Something went wrong while saving the search query.","Something went wrong while saving the search query."
"Something went wrong while saving this condition.","Something went wrong while saving this condition."
"Something went wrong while saving this configuration.","Something went wrong while saving this configuration."
"Something went wrong while saving this configuration:","Something went wrong while saving this configuration:"
"Something went wrong while saving this group.","Something went wrong while saving this group."
"Something went wrong while saving this review.","Something went wrong while saving this review."
"Something went wrong while saving this template.","Something went wrong while saving this template."
"Something went wrong while saving your subscription.","Something went wrong while saving your subscription."
"Something went wrong while saving. Please review the error log.","Something went wrong while saving. Please review the error log."
"Something went wrong while scheduling operations.","Something went wrong while scheduling operations."
"Something went wrong while trying to delete the category.","Something went wrong while trying to delete the category."
"Something went wrong while unassigning the order.","Something went wrong while unassigning the order."
"Something went wrong while unsubscribing you.","Something went wrong while unsubscribing you."
"Something went wrong while updating the product(s) attributes.","Something went wrong while updating the product(s) attributes."
"Something went wrong while updating the product(s) status.","Something went wrong while updating the product(s) status."
"Something went wrong while updating these review(s).","Something went wrong while updating these review(s)."
"Something went wrong while validating the VAT ID.","Something went wrong while validating the VAT ID."
"Something went wrong while writing to the backup file ""%1"".","Something went wrong while writing to the backup file ""%1""."
"Something went wrong with the subscription.","Something went wrong with the subscription."
"Something went wrong with your request. Please try again later.","Something went wrong with your request. Please try again later."
"Something went wrong.","Something went wrong."
"Something went wrong. Please try again.","Something went wrong. Please try again."
"Sorry, but something went wrong","Sorry, but something went wrong"
"Sorry, but something went wrong. Please contact PayPal customer service.","Sorry, but something went wrong. Please contact PayPal customer service."
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>."
"Sorry, but the data is invalid or the file is not uploaded.","Sorry, but the data is invalid or the file is not uploaded."
"Sorry, but this password has already been used. Please create another.","Sorry, but this password has already been used. Please create another."
"Sorry, but we can't deliver to the destination country with this shipping module.","Sorry, but we can't deliver to the destination country with this shipping module."
"Sorry, but we can't find the new category you selected.","Sorry, but we can't find the new category you selected."
"Sorry, but we can't find the new parent category you selected.","Sorry, but we can't find the new parent category you selected."
"Sorry, but we cannot read from or write to backup file ""%1"".","Sorry, but we cannot read from or write to backup file ""%1""."
"Sorry, guest checkout is not available.","Sorry, guest checkout is not available."
"Sorry, no quotes are available for this order right now.","Sorry, no quotes are available for this order right now."
"Sorry, no quotes are available for this order.","Sorry, no quotes are available for this order."
"Sorry, something went wrong during image resize. Please see log for details.","Sorry, something went wrong during image resize. Please see log for details."
"Sorry, something went wrong during product attributes update. Please see log for details.","Sorry, something went wrong during product attributes update. Please see log for details."
"Sorry, something went wrong during update synchronization. Please see log for details.","Sorry, something went wrong during update synchronization. Please see log for details."
"Sorry, something went wrong granting permissions. You can find out more in the exceptions log.","Sorry, something went wrong granting permissions. You can find out more in the exceptions log."
"Sorry, something went wrong while triggering recollect totals for affected quotes. Please see log for details.","Sorry, something went wrong while triggering recollect totals for affected quotes. Please see log for details."
"Sorry, something went wrong.","Sorry, something went wrong."
"Sorry, something went wrong. Please try again later.","Sorry, something went wrong. Please try again later."
"Sorry, something went wrong. That's all we know.","Sorry, something went wrong. That's all we know."
"Sorry, something went wrong. You can find out more in the error log.","Sorry, something went wrong. You can find out more in the error log."
"Sorry, the default display currency you selected is not available in allowed currencies.","Sorry, the default display currency you selected is not available in allowed currencies."
"Sorry, there has been an error processing your request. Please try again later.","Sorry, there has been an error processing your request. Please try again later."
"Sorry, there was an error getting requested content. Please contact the store owner.","Sorry, there was an error getting requested content. Please contact the store owner."
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.","Sorry, there was an error processing your registration request to Magento Analytics. Please try again later."
"Sorry, we had a problem loading our “What’s new” content.","Sorry, we had a problem loading our “What’s new” content."
"Sorry, we haven't installed the base currency you selected.","Sorry, we haven't installed the base currency you selected."
"Sorry, we haven't installed the default display currency you selected.","Sorry, we haven't installed the default display currency you selected."
"Sorry, we're unable to complete this request.","Sorry, we're unable to complete this request."
"Sorry, you need permissions to view this content.","Sorry, you need permissions to view this content."
"Sort By","Sort By"
"Sort Custom Option","Sort Custom Option"
"Sort Custom Options","Sort Custom Options"
"Sort Option","Sort Option"
"Sort Order","Sort Order"
"Sort Order PayPal Credit","Sort Order PayPal Credit"
"Sort Order of widget instances in the same container","Sort Order of widget instances in the same container"
"Sort Variations","Sort Variations"
"Sort order must be a positive integer.","Sort order must be a positive integer."
"Source","Source"
"Source ""%1"" is not exist","Source ""%1"" is not exist"
"Source %sourceCode does not exist","Source %sourceCode does not exist"
"Source Code","Source Code"
"Source Import Commands must implement %interface.","Source Import Commands must implement %interface."
"Source Information","Source Information"
"Source Item Status","Source Item Status"
"Source Priority","Source Priority"
"Source Selection","Source Selection"
"Source Selection Algorithm","Source Selection Algorithm"
"Source Status","Source Status"
"Source Validator must implement AssignValidatorInterface.","Source Validator must implement AssignValidatorInterface."
"Source Validator must implement BulkInventoryTransferValidatorInterface.","Source Validator must implement BulkInventoryTransferValidatorInterface."
"Source Validator must implement MassUnassignValidatorInterface.","Source Validator must implement MassUnassignValidatorInterface."
"Source Validator must implement SourceValidatorInterface.","Source Validator must implement SourceValidatorInterface."
"Source code ""%code"" does not exists","Source code ""%code"" does not exists"
"Source code: ","Source code: "
"Source file coping failed","Source file coping failed"
"Source item Validator must implement SourceItemValidatorInterface.","Source item Validator must implement SourceItemValidatorInterface."
"Source item not found by source code: %1 and sku: %2.","Source item not found by source code: %1 and sku: %2."
"Source model ""%1"" not found for attribute ""%2""","Source model ""%1"" not found for attribute ""%2"""
"Source to Stock Assigning","Source to Stock Assigning"
"Source with code ""%value"" does not exist.","Source with code ""%value"" does not exist."
"Source with source code ""%value"" does not exist.","Source with source code ""%value"" does not exist."
"Source:","Source:"
"Sources","Sources"
"Space separated list of classes.","Space separated list of classes."
"Special Expires On: %1","Special Expires On: %1"
"Special Price","Special Price"
"Special Price From","Special Price From"
"Special Price: %1","Special Price: %1"
"Special Products","Special Products"
"Specific %1","Specific %1"
"Specific Countries","Specific Countries"
"Specific Coupon","Specific Coupon"
"Specified","Specified"
"Specified Page","Specified Page"
"Specified cache type(s) don't exist: %1","Specified cache type(s) don't exist: %1"
"Specified rule does not allow auto generated coupons","Specified rule does not allow auto generated coupons"
"Specified rule does not allow automatic coupon generation","Specified rule does not allow automatic coupon generation"
"Specified rule does not allow coupons","Specified rule does not allow coupons"
"Specified rule only allows auto generated coupons","Specified rule only allows auto generated coupons"
"Specified token does not exist","Specified token does not exist"
"Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal."
"Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.","Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal."
